Date,Brk,Weight,Anchor Offset,Water Height,Harness,Horizontal Distance,Cord Serial Number
6/7/2025,,189.0,19.0,-5,AF,0,65934828
6/7/2025,,181.0,21.0,-2,AB,3,65934828
6/7/2025,,179.0,20.0,-3,AF,0,65934828
6/7/2025,,174.0,22.0,-1,AF,0,65934828
6/7/2025,B,204.0,15.0,W0,AF,3,65934828
6/7/2025,B,205.0,17.0,-5,AF,2,65934828
6/7/2025,B,207.0,6.0,,AB,,65934828
6/7/2025,B,215.0,8.0,1,AF,0,65934828
6/7/2025,,199.0,6.0,,AF,,65934828
6/8/2025,F,200.0,6.0,,AF,,65934828
6/8/2025,,191.0,17.0,-2,AF,3,65934828
6/8/2025,B,190.0,19.0,-2,AF,1,65934828
6/8/2025,,198.0,20.0,3,BF,0,65934828
6/8/2025,,197.0,14.0,-2,AF,1,65934828
6/8/2025,,175.0,22.0,-3,AF,0,65934828
6/8/2025,,165.0,12.0,,BF,,65934828
6/8/2025,B,214.0,12.0,-4,AF,1,65934828
6/8/2025,,212.0,11.0,-3,AF,1,65934828
6/8/2025,,198.0,15.0,-1,AF,4,65934828
6/8/2025,,175.0,22.0,-1,AF,,65934828
6/8/2025,,168.0,26.0,-3,AF,0,65934828
6/8/2025,,164.0,28.0,-3,AF,2,65934828
6/8/2025,B,203.0,15.0,-2,AB,0,65934828
6/8/2025,,185.0,20.0,-5,AF,0,65934828
6/8/2025,,222.0,6.0,-1,AF,0,65934828
6/8/2025,,179.0,21.0,-2,AF,0,65934828
6/8/2025,,176.0,23.0,-1,AF,0,65934828
6/8/2025,,171.0,25.0,-5,AF,0,65934828
6/8/2025,,168.0,24.0,-1,AF,0,65934828
6/8/2025,,162.0,27.0,-2,AF,2,65934828
6/8/2025,B/2,187.0,20.0,-3,AF,0,65934828
6/8/2025,,182.0,22.0,-3,AF,0,65934828
6/8/2025,,181.0,23.0,-3,AF,3,65934828
6/8/2025,,171.0,25.0,-3,AF,0,65934828
6/10/2025,B ,218.0,6.0,2,AF,0,65934828
6/10/2025,,208.0,9.0,-1,AB,2,65934828
6/10/2025,,203.0,11.0,-4,AF,0,65934828
6/10/2025,,200.0,6.0,2,AF,1,65934828
6/10/2025,,175.0,22.0,W0,AF,0,65934828
6/10/2025,,169.0,12.0,,AF,,65934828
6/10/2025,,160.0,12.0,,BF,,65934828
6/10/2025,,163.0,12.0,,AB,,65934828
6/10/2025,B,182.0,9.0,,AF,,65934828
6/10/2025,,174.0,24.0,-3,AB,0,65934828
6/10/2025,,166.0,27.0,-3,AF,0,65934828
6/11/2025,F,191.0,21.0,4,BF,5,65934828
6/11/2025,,173.0,24.0,4,BB,1,65934828
6/11/2025,B,191.0,18.0,2,BF,,65934828
6/11/2025,,180.0,15.0,6,BF,0,65934828
6/11/2025,,171.0,24.0,,BF,3,65934828
6/11/2025,,173.0,24.0,2,BF,,65934828
6/11/2025,,172.0,24.0,1,BF,,65934828
6/11/2025,,164.0,22.0,-1,AB,,65934828
6/11/2025,,192.0,18.0,1,AF,,65934828
6/11/2025,,180.0,22.0,-3,AF,6,65934828
6/11/2025,,174.0,27.0,-5,AF,1,65934828
6/11/2025,,172.0,18.0,5,BB,,65934828
6/11/2025,B,172.0,18.0,,BF,,65934828
6/11/2025,,191.0,21.0,-2,BF,,65934828
6/11/2025,,172.0,18.0,,BF,,65934828
6/11/2025,,159.0,24.0,,BF,,65934828
6/11/2025,,173.0,24.0,,BF,,65934828
6/11/2025,B,154.0,30.0,6,BF,4,65934828
6/11/2025,,171.0,35.0,-5,BF,3,65934828
6/11/2025,,191.0,25.0,-5,BB,,65934828
6/11/2025,,215.0,6.0,5,BF,1,65934828
6/11/2025,,172.0,35.0,-5,BF,3,65934828
6/11/2025,B ,177.0,24.0,-5,AB,3,65934828
6/11/2025,,196.0,13.0,-3,AB,3,65934828
6/11/2025,B,175.0,24.0,1,BF,4,65934828
6/12/2025,F,185.0,6.0,,AF,,65934828
6/12/2025,,183.0,21.0,-2,AF,0,65934828
6/12/2025,,175.0,9.0,,AF,,65934828
6/12/2025,B,200.0,6.0,,AF,,65934828
6/12/2025,,193.0,6.0,,AF,,65934828
6/12/2025,,170.0,25.0,-3,AF,0,65934828
6/12/2025,,169.0,12.0,,AF,,65934828
6/12/2025,,165.0,12.0,,AF,,65934828
6/12/2025,B/2,200.0,12.0,D0,AB,0,65934828
6/12/2025,B,180.0,25.0,-5,AF,0,65934828
6/13/2025,B,214.0,9.0,W0,AF,1,65934828
6/13/2025,,187.0,12.0,2,AF,2,65934828
6/13/2025,,197.0,23.0,-3,BF,0,65934828
6/13/2025,,190.0,15.0,3,AF,3,65934828
6/13/2025,,180.0,23.0,-5,AF,3,65934828
6/13/2025,B,180.0,27.0,-2,BF,0,65934828
6/13/2025,,166.0,25.0,,AF,,65934828
6/13/2025,,182.0,9.0,,AF,,65934828
6/13/2025,,207.0,9.0,0,AF,3,65934828
6/13/2025,B,175.0,20.0,,AF,,65934828
6/13/2025,B,215.0,9.0,,BF,0,65934828
6/13/2025,,171.0,25.0,-3,AF,2,65934828
6/14/2025,F,207.0,15.0,2,AF,2,65934828
6/14/2025,,173.0,24.0,-5,AF,0,65934828
6/14/2025,B,202.0,18.0,-6,AF,0,65934828
6/14/2025,B,192.0,20.0,-6,AF,,65934828
6/14/2025,,185.0,16.0,0,AF,1,65934828
6/14/2025,,202.0,11.0,-2,AF,0,65934828
6/14/2025,,208.0,10.0,-1,AF,0,65934828
6/14/2025,B,203.0,16.0,-5,AF,0,65934828
6/14/2025,,206.0,9.0,,BF,,65934828
6/14/2025,,199.0,12.0,-1,AF,0,65934828
6/14/2025,B,188.0,18.0,-5,AF,0,65934828
6/14/2025,,177.0,22.0,-4,AF,2,65934828
6/14/2025,B,211.0,13.0,-4,AF,0,65934828
6/14/2025,,205.0,13.0,-4,BF,0,65934828
6/14/2025,,198.0,16.0,-4,AF,4,65934828
6/14/2025,,188.0,12.0,,AF,,65934828
6/14/2025,,175.0,20.0,0,AF,0,65934828
6/14/2025,,170.0,24.0,0,AF,5,65934828
6/14/2025,B,202.0,15.0,-3,AF,0,65934828
6/14/2025,,185.0,17.0,-3,AF,0,65934828
6/14/2025,,177.0,17.0,-3,AF,1,65934828
6/14/2025,,172.0,24.0,-4,AF,0,65934828
6/15/2025,F,208.0,18.0,-5,AF,0,65934828
6/15/2025,,188.0,16.0,-1,AF,1,65934828
6/15/2025,B,214.0,12.0,-2,AF,3,65934828
6/15/2025,,175.0,22.0,-1,AF,0,65934828
6/15/2025,,174.0,20.0,1,AF,1,65934828
6/15/2025,,201.0,15.0,-5,AF,0,65934828
6/15/2025,,182.0,18.0,-3,AF,0,65934828
6/15/2025,,176.0,22.0,-1,AF,2,65934828
6/15/2025,,170.0,25.0,-1,AF,1,65934828
6/15/2025,,167.0,27.0,-5,AF,1,65934828
6/15/2025,B,201.0,17.0,-1,AF,3,65934828
6/15/2025,,191.0,13.0,1,AF,1,65934828
6/15/2025,,188.0,14.0,3,AF,0,65934828
6/15/2025,,187.0,18.0,-3,AF,3,65934828
6/15/2025,,184.0,18.0,0,AF,0,65934828
6/15/2025,B,209.0,20.0,,AF,0,65934828
6/16/2025,F,172.0,9.0,,BF,,65934828
6/16/2025,,180.0,9.0,,,,65934828
6/16/2025,,170.0,15.0,,AF,,65934828
6/16/2025,,172.0,12.0,,BF,,65934828
6/16/2025,B,179.0,26.0,-6,AF,0,65934828
6/18/2025,F,199.0,18.0,0,AF,0,65934828
6/18/2025,B,205.0,17.0,-5,AF,0,65934828
6/18/2025,,204.0,6.0,3,AF,0,65934828
6/18/2025,,200.0,12.0,1,AF,0,65934828
6/18/2025,B,199.0,16.0,0,AF,0,65934828
6/18/2025,,179.0,6.0,,AF,,65934828
6/18/2025,,179.0,21.0,1,AF,0,65934828
6/18/2025,,174.0,6.0,,AF,,65934828
6/18/2025,,174.0,24.0,0,AF,0,65934828
6/19/2025,F,185.0,21.0,-1,AF,1,65934828
6/19/2025,,222.0,4.0,-1,AF,2,65934828
6/19/2025,,186.0,16.0,-1,AF,2,65934828
6/19/2025,B,184.0,20.0,-4,AF,0,65934828
6/20/2025,F,201.0,20.0,-5,AF,5,65934828
6/20/2025,,186.0,6.0,,AF,,65934828
6/20/2025,,170.0,21.0,3,AF,0,65934828
6/20/2025,B,169.0,30.0,-4,AF,0,65934828
6/20/2025,,204.0,6.0,,BF,,65934828
6/20/2025,,203.0,6.0,,AF,,65934828
6/20/2025,,195.0,15.0,0,AF,4,65934828
6/20/2025,,193.0,6.0,,AF,,65934828
6/20/2025,,187.0,16.0,0,AF,3,65934828
6/20/2025,,187.0,16.0,2,AF,0,65934828
6/20/2025,B,168.0,29.0,,AF,,65934828
6/20/2025,,169.0,,,,,65934828
6/20/2025,B,202.0,16.0,,AF,,65934828
6/21/2025,F,186.0,20.0,-3,AF,0,65934828
6/21/2025,,191.0,22.0,-2,BF,0,65934828
6/21/2025,,179.0,12.0,,AF,,65934828
6/21/2025,,177.0,23.0,-4,AF,1,65934828
6/21/2025,,166.0,24.0,-2,AF,1,65934828
6/21/2025,B,208.0,13.0,-1,AF,0,65934828
6/21/2025,,206.0,10.0,0,AF,0,65934828
6/21/2025,,203.0,14.0,-1,AF,4,65934828
6/21/2025,,193.0,6.0,,AF,,65934828
6/21/2025,,188.0,18.0,-1,AF,3,65934828
6/21/2025,,187.0,23.0,-3,AF,2,65934828
6/21/2025,,174.0,20.0,1,AF,1,65934828
6/21/2025,,173.0,22.0,-1,AF,3,65934828
6/21/2025,,173.0,21.0,,AF,3,65934828
6/21/2025,B,182.0,22.0,-3,AF,2,65934828
6/21/2025,,185.0,19.0,-2,AF,2,65934828
6/21/2025,,181.0,21.0,-4,AF,2,65934828
6/21/2025,,215.0,6.0,1,AF,0,65934828
6/21/2025,,207.0,12.0,-2,AF,2,65934828
6/21/2025,,202.0,15.0,-4,AF,2,65934828
6/22/2025,F,198.0,6.0,23,AF,0,65934828
6/22/2025,,172.0,23.0,-1,AF,2,65934828
6/22/2025,,189.0,16.0,,AF,,65934828
6/22/2025,B/2,200.0,14.0,2,AF,1,65934828
6/22/2025,,197.0,14.0,0,AF,2,65934828
6/22/2025,,179.0,19.0,0,AF,1,65934828
6/22/2025,B/2,170.0,24.0,0,AF,0,65934828
6/22/2025,,202.0,13.0,-3,AF,3,65934828
6/22/2025,,192.0,18.0,-1,AF,4,65934828
6/22/2025,,170.0,24.0,3,BF,1,65934828
6/22/2025,B/2,159.0,28.0,-1,AF,2,65934828
6/22/2025,B,214.0,10.0,-3,AF,1,65934828
6/22/2025,,174.0,22.0,-2,AF,,65934828
6/23/2025,F,213.0,10.0,-3,AF,1,65934828
6/23/2025,,207.0,9.0,1,AF,1,65934828
6/23/2025,,205.0,11.0,0,AF,1,65934828
6/23/2025,,160.0,28.0,-2,AF,4,65934828
6/23/2025,B,209.0,14.0,-5,AF,0,65934828
6/23/2025,,178.0,19.0,,AF,,65934828
6/23/2025,,178.0,,,AF,,65934828
6/23/2025,B,184.0,21.0,-3,AB,3,65934828
6/23/2025,,159.0,29.0,W0,AB,4,65934828
6/23/2025,,188.0,14.0,-2,AF,1,65934828
6/23/2025,,180.0,19.0,D0,AF,1,65934828
6/23/2025,B,204.0,13.0,-1,AF,0,65934828
6/23/2025,,201.0,12.0,-1,AF,0,65934828
6/23/2025,,201.0,13.0,-3,AF,0,65934828
6/23/2025,,199.0,13.0,7,AF,,65934828
6/23/2025,,174.0,21.0,D0,AF,2,65934828
6/23/2025,,168.0,25.0,-1,AF,0,65934828
6/23/2025,,166.0,29.0,-4,AF,5,65934828
6/23/2025,,163.0,28.0,-4,AF,2,65934828
6/23/2025,,166.0,26.0,-3,AF,2,65934828
6/23/2025,,203.0,12.0,-3,AF,1,65934828
6/23/2025,B/2,198.0,14.0,-4,AF,1,65934828
6/23/2025,,171.0,26.0,-6,AF,0,65934828
6/23/2025,,177.0,25.0,-4,AF,2,65934828
6/23/2025,,166.0,24.0,-3,AB,1,65934828
6/23/2025,B,200.0,6.0,,AF,,65934828
6/23/2025,B,191.0,21.0,-5,AF,0,65934828
6/23/2025,,178.0,21.0,-3,AF,0,65934828
6/23/2025,,179.0,22.0,-3,AF,0,65934828
6/23/2025,,170.0,24.0,-2,AF,0,65934828
6/23/2025,,168.0,25.0,,AF,,65934828
6/24/2024,F,188.0,23.0,,AF,,65934828
6/24/2024,B/2,170.0,27.0,2,AF,4,65934828
6/24/2024,B,171.0,12.0,,BF,,65934828
6/24/2024,,168.0,25.0,D0,AF,0,65934828
6/24/2024,,171.0,24.0,1,AF,3,65934828
6/24/2024,B,200.0,17.0,-4,AF,0,65934828
6/24/2024,,185.0,18.0,-2,AF,0,65934828
6/24/2024,B/2,165.0,24.0,4,AF,0,65934828
6/24/2024,B,197.0,6.0,5,AF,0,65934828
6/24/2024,,189.0,6.0,,BF,0,65934828
6/25/2024,F,203.0,12.0,,AF,2,65934828
6/25/2024,,200.0,11.0,D0,AF,0,65934828
6/25/2024,,177.0,22.0,-4,AF,,65934828
6/25/2024,,200.0,13.0,-2,AF,2,65934828
6/25/2024,B,193.0,18.0,-4,AF,0,65934828
6/25/2024,,178.0,28.0,,BF,,65934828
6/25/2024,B,189.0,28.0,-5,BF,0,65934828
6/25/2024,,159.0,29.0,-2,AF,0,65934828
6/25/2024,B/2,195.0,16.0,-5,AF,0,65934828
6/25/2024,,177.0,20.0,-1,AF,0,65934828
6/25/2024,,174.0,22.0,-3,AF,0,65934828
6/25/2024,,172.0,22.0,W0,AF,0,65934828
6/25/2024,,165.0,31.0,-2,BF,0,65934828
6/25/2024,B,182.0,22.0,-5,AF,0,65934828
6/25/2024,,190.0,16.0,-2,AF,0,65934828
6/25/2024,,169.0,32.0,-4,BF,0,65934828
6/20/2024,F,207.0,16.0,,BF,,65934828
6/20/2024,,192.0,9.0,,BB,,65934828
6/20/2024,,188.0,15.0,,BF,,65934828
6/20/2024,,184.0,15.0,,BF,,65934828
6/20/2024,,186.0,9.0,,AF,,65934828
6/20/2024,,175.0,19.0,D0,AF,0,65934828
6/20/2024,B,215.0,9.0,1,AF,2,65934828
6/20/2024,,210.0,9.0,D0,AF,0,65934828
6/20/2024,,187.0,12.0,2,AF,2,65934828
6/20/2024,,184.0,17.0,-1,AF,0,65934828
6/27/2025,F,188.0,6.0,,BF,,65934828
6/27/2025,B,189.0,6.0,,AB,,65934828
6/27/2025,B,206.0,13.0,-5,AB,0,65934828
6/28/2025,F,200.0,14.0,-3,AB,3,65934828
6/28/2025,B,177.0,20.0,,AF,,65934828
6/28/2025,B,198.0,19.0,-3,AF,1,65934828
6/28/2025,,201.0,8.0,W0,AF,0,65934828
6/28/2025,,199.0,9.0,-1,AF,0,65934828
6/28/2025,,194.0,12.0,-1,AF,2,65934828
6/28/2025,,193.0,6.0,2,AF,0,65934828
6/28/2025,,190.0,12.0,1,AF,3,65934828
  ,,188.0,14.0,-3,AF,0,65934828
  ,,183.0,16.0,-3,AF,0,65934828
  ,B,201.0,14.0,-5,AF,0,65934828
  ,,186.0,6.0,,AF,,65934828
  ,,174.0,19.0,,AF,,65934828
  ,B,183.0,19.0,-2,AF,0,65934828
  ,B/2,173.0,19.0,-1,AB,0,65934828
  ,,174.0,19.0,D0,AF,0,65934828
  ,,169.0,12.0,,AF,,65934828
  ,,163.0,12.0,,AF,,65934828
  ,B,197.0,13.0,-2,AF,1,65934828
  ,,210.0,7.0,-1,AF,0,65934828
  ,,189.0,14.0,D0,AF,3,65934828
  ,,179.0,18.0,-3,AF,0,65934828
  ,B,201.0,12.0,-3,AF,1,65934828
  ,,183.0,16.0,-3,AF,2,65934828
  ,,171.0,15.0,,AF,,65934828
  ,B,186.0,6.0,,AF,,65934828
  ,,170.0,6.0,,AF,,65934828
  ,B,205.0,11.0,-1,AF,0,65934828
  ,,199.0,12.0,-2,AF,1,65934828
  ,,183.0,14.0,W0,AF,0,65934828
  ,B,202.0,13.0,W0,AF,3,65934828
  ,,196.0,12.0,D0,AF,4,65934828
  ,,188.0,17.0,-4,AF,1,65934828
  ,,186.0,16.0,-1,AF,1,65934828
  ,,177.0,18.0,1,AF,1,65934828
  ,B,205.0,12.0,-4,AF,1,65934828
  ,,186.0,18.0,-5,AF,2,65934828
  ,,176.0,21.0,-4,AB,0,65934828
  ,,174.0,20.0,2,AF,,65934828
  ,B,206.0,11.0,-1,AF,0,65934828
  ,,202.0,10.0,-2,AF,1,65934828
  ,,201.0,11.0,-3,AF,1,65934828
  ,,192.0,11.0,-1,AF,0,65934828
  ,,181.0,6.0,,AF,,65934828
  ,,173.0,23.0,-5,AF,0,65934828
  ,B,213.0,10.0,-5,AF,5,65934828
  ,,204.0,9.0,W0,AF,2,65934828
  ,,186.0,15.0,-1,AF,1,65934828
  ,,181.0,17.0,,AF,,65934828
6/29/2025,F,169.0,6.0,,AF,0,65934828
6/29/2025,,167.0,23.0,,AF,2,65934828
6/29/2025,B,208.0,12.0,-4,AF,0,65934828
6/29/2025,,197.0,11.0,-2,AF,1,65934828
6/29/2025,,156.0,12.0,,AF,0,65934828
6/29/2025,,185.0,15.0,D0,AF,0,65934828
6/29/2025,,185.0,17.0,-4,AF,1,65934828
6/29/2025,,173.0,12.0,3,AB,0,65934828
6/29/2025,,167.0,24.0,-3,AF,2,65934828
6/29/2025,,205.0,5.0,3,AF,0,65934828
6/29/2025,,192.0,6.0,,BF,,65934828
6/29/2025,,181.0,15.0,-1,AB,0,65934828
6/29/2025,,174.0,18.0,-1,AF,0,65934828
6/29/2025,,206.0,8.0,-3,AF,0,65934828
6/29/2025,,188.0,13.0,D0,AF,0,65934828
6/29/2025,,166.0,21.0,D0,AF,1,65934828
6/29/2025,B,184.0,19.0,-4,AF,0,65934828
6/29/2025,,175.0,19.0,-3,AF,0,65934828
6/29/2025,B,168.0,12.0,,AF,,65934828
6/29/2025,,197.0,6.0,,BF,,65934828
6/29/2025,,186.0,14.0,-2,AF,0,65934828
6/29/2025,,181.0,16.0,1,AF,3,65934828
6/29/2025,,164.0,24.0,-2,AF,0,65934828
6/29/2025,,162.0,25.0,-2,AF,0,65934828
6/29/2025,B,207.0,12.0,-4,AF,0,65934828
6/29/2025,,201.0,4.0,3,AF,0,65934828
6/29/2025,,192.0,14.0,-4,AF,2,65934828
6/29/2025,,183.0,15.0,D0,AF,0,65934828
6/29/2025,,178.0,18.0,W0,AB,0,65934828
6/29/2025,,178.0,6.0,,AB,,65934828
6/29/2025,,173.0,20.0,-3,AF,1,65934828
6/29/2025,B,194.0,18.0,-5,AF,3,65934828
6/29/2025,,196.0,13.0,D0,AF,3,65934828
6/29/2025,,199.0,6.0,4,AF,0,65934828
6/29/2025,,194.0,13.0,-4,AF,1,65934828
6/29/2025,,182.0,17.0,-1,AF,0,65934828
6/29/2025,,181.0,17.0,W0,AF,0,65934828
6/29/2025,B,209.0,12.0,-5,AF,1,65934828
6/29/2025,,199.0,11.0,-3,AF,1,65934828
6/29/2025,,174.0,20.0,-5,AF,1,65934828
6/29/2025,,173.0,18.0,D0,AF,2,65934828
6/29/2025,,167.0,21.0,-3,AF,0,65934828
6/29/2025,,166.0,21.0,1,AF,0,65934828
6/29/2025,,161.0,25.0,-3,AF,0,65934828
6/30/2025,N,199.0,9.0,-5,BF,0,66114828
6/30/2025,,170.0,18.0,8,AF,0,66114828
6/30/2025,B,212.0,9.0,5,AF,2,66114828
6/30/2025,,203.0,12.0,5,AF,0,66114828
6/30/2025,,191.0,19.0,-2,AF,0,66114828
6/30/2025,,183.0,22.0,-2,AF,1,66114828
6/30/2025,,165.0,28.0,1,AF,0,66114828
6/30/2025,B,216.0,14.0,W0,AF,0,66114828
6/30/2025,,213.0,13.0,-2,AF,4,66114828
6/30/2025,,209.0,14.0,-1,AF,0,66114828
6/30/2025,B/2,197.0,21.0,-3,AF,0,66114828
6/30/2025,,190.0,19.0,-2,AF,1,66114828
6/30/2025,,182.0,22.0,-1,AF,0,66114828
6/30/2025,,182.0,24.0,-2,AF,1,66114828
6/30/2025,,172.0,26.0,W0,AF,0,66114828
6/30/2025,,192.0,19.0,-1,AB,0,66114828
6/30/2025,,185.0,21.0,-1,AF,1,66114828
6/30/2025,B,217.0,15.0,-2,AF,,66114828
6/30/2025,,191.0,6.0,,AF,0,66114828
6/30/2025,,180.0,25.0,-2,AF,1,66114828
6/30/2025,,170.0,28.0,-2,AF,0,66114828
7/1/2025,F,187.0,25.0,-3,AF,0,66114828
7/1/2025,,167.0,4.0,,AF,,66114828
7/1/2025,,168.0,28.0,2,BB,,66114828
7/1/2025,B,180.0,6.0,,AF,,66114828
7/1/2025,,196.0,19.0,-3,AF,3,66114828
7/1/2025,,200.0,17.0,-5,AF,0,66114828
7/1/2025,,200.0,15.0,-3,AF,0,66114828
7/1/2025,,200.0,22.0,-5,AF,1,66114828
7/1/2025,,180.0,25.0,-4,AF,3,66114828
7/1/2025,B,207.0,18.0,-6,AF,1,66114828
7/1/2025,,189.0,19.0,-4,AF,1,66114828
7/1/2025,B,178.0,28.0,-6,AF,0,66114828
7/1/2025,B,227.0,24.0,4,AF,4,66114828
7/1/2025,,195.0,17.0,-1,AF,0,66114828
7/1/2025,,186.0,23.0,-6,AF,0,66114828
7/1/2025,,176.0,23.0,D0,AF,0,66114828
7/1/2025,B,183.0,25.0,-5,AF,1,66114828
7/1/2025,,177.0,24.0,-4,AF,0,66114828
7/2/2025,F,183.0,25.0,,AF,,66114828
7/2/2025,,227.0,6.0,0,AF,0,66114828
7/2/2025,,227.0,7.0,-5,AF,0,66114828
7/2/2025,,198.0,16.0,-5,AF,0,66114828
7/2/2025,,193.0,15.0,-1,AF,0,66114828
7/2/2025,,194.0,16.0,-3,AF,0,66114828
7/2/2025,,182.0,20.0,D0,AF,0,66114828
7/2/2025,,176.0,24.0,-5,AF,0,66114828
7/2/2025,,170.0,24.0,W0,AF,,66114828
7/2/2025,B,184.0,25.0,,AF,,66114828
7/3/2025,F,184.0,24.0,D0,AF,1,66114828
7/3/2025,,183.0,22.0,W0,AF,0,66114828
7/3/2025,B,232.0,9.0,-3,AF,0,66114828
7/4/2025,F,206.0,6.0,10,AF,0,66114828
7/4/2025,,183.0,22.0,-4,AF,1,66114828
7/4/2025,,181.0,22.0,D0,AF,2,66114828
7/4/2025,,174.0,25.0,-4,AF,0,66114828
7/4/2025,,175.0,12.0,,AF,,66114828
7/4/2025,B,222.0,12.0,-4,AF,0,66114828
7/4/2025,,212.0,10.0,-2,AF,0,66114828
7/4/2025,,207.0,12.0,-2,AF,1,66114828
7/4/2025,,208.0,12.0,W0,AF,2,66114828
7/4/2025,,202.0,14.0,-3,AF,0,66114828
7/4/2025,,181.0,12.0,,AF,,66114828
7/4/2025,B,224.0,6.0,2,AF,0,66114828
7/4/2025,,220.0,7.0,1,AF,5,66114828
7/4/2025,,190.0,18.0,1,AF,4,66114828
7/4/2025,B,181.0,20.0,W0,AF,1,66114828
7/4/2025,,173.0,24.0,-2,AF,2,66114828
7/4/2025,,168.0,12.0,,AB,,66114828
7/4/2025,,186.0,23.0,-3,AF,,66114828
7/4/2025,,203.0,14.0,-3,AF,2,66114828
7/4/2025,,186.0,18.0,1,AF,1,66114828
7/4/2025,,170.0,24.0,W0,AF,0,66114828
7/4/2025,,188.0,19.0,1,AF,1,66114828
7/4/2025,,165.0,27.0,,AF,,66114828
7/4/2025,,159.0,24.0,-1,AF,1,66114828
7/4/2025,B,201.0,18.0,-4,AF,0,66114828
7/4/2025,B,183.0,23.0,-5,AB,0,66114828
7/4/2025,,178.0,20.0,1,AF,0,66114828
7/4/2025,,175.0,23.0,D0,AF,1,66114828
7/5/2025,F,214.0,14.0,-1,AF,1,66114828
7/5/2025,,178.0,22.0,-5,AF,2,66114828
7/5/2025,,179.0,20.0,-1,AF,0,66114828
7/5/2025,B ,220.0,6.0,2,AF,4,66114828
7/5/2025,,199.0,14.0,-3,AF,1,66114828
7/5/2025,,195.0,6.0,,AF,,66114828
7/5/2025,,177.0,6.0,,AF,,66114828
7/5/2025,,213.0,9.0,-3,AF,0,66114828
7/5/2025,,211.0,10.0,-1,AF,1,66114828
7/5/2025,,205.0,6.0,3,F,5,66114828
7/5/2025,,202.0,12.0,-3,AF,0,66114828
7/5/2025,,198.0,14.0,-3,AF,2,66114828
7/5/2025,,213.0,9.0,-3,AF,0,66114828
7/5/2025,,193.0,14.0,D0,AF,1,66114828
7/5/2025,,178.0,21.0,-5,AF,,66114828
7/5/2025,,164.0,12.0,,AF,,66114828
7/5/2025,Brk,190.0,20.0,-3,AF,0,66114828
7/5/2025,,182.0,6.0,,,,66114828
7/5/2025,,212.0,10.0,-4,AF,0,66114828
7/5/2025,,204.0,12.0,-1,AF,0,66114828
7/5/2025,,197.0,14.0,D0,AF,5,66114828
7/5/2025,,190.0,16.0,,,,66114828
7/5/2025,,167.0,23.0,D0,AF,0,66114828
7/5/2025,,164.0,,,AF,,66114828
7/5/2025,Brk,222.0,6.0,1,AB,1,66114828
7/5/2025,,211.0,7.5,1,,0,66114828
7/5/2025,,170.0,22.0,1,AF,1,66114828
7/5/2025,,165.0,25.0,D0,,1,66114828
7/5/2025,B,188.0,19.0,1,AF,0,66114828
7/5/2025,,166.0,26.0,D0,AF,0,66114828
7/5/2025,,186.0,19.0,-3,AF,0,66114828
7/5/2025,,171.0,26.0,-5,AF,0,66114828
7/5/2025,B,210.0,15.0,-4,AF,0,66114828
7/5/2025,,197.0,17.0,-3,AF,1,66114828
7/5/2025,,193.0,17.0,-5,AF,0,66114828
7/5/2025,,195.0,14.0,2,AF,0,66114828
7/5/2025,,190.0,14.0,4,AF,0,66114828
7/5/2025,,188.0,18.0,-2,AF,0,66114828
7/5/2025,,185.0,19.0,-1,AF,0,66114828
7/6/2025,F,215.0,14.0,-5,AF,0,66114828
7/6/2025,,190.0,16.0,-1,AF,0,66114828
7/6/2025,B,189.0,21.0,-5,AF,0,66114828
7/6/2025,,187.0,18.0,-2,AF,0,66114828
7/6/2025,,184.0,19.0,-4,AF,0,66114828
7/6/2025,B,194.0,6.0,,BF,,66114828
7/6/2025,,196.0,15.0,-3,AF,0,66114828
7/6/2025,,195.0,16.0,-3,AF,0,66114828
7/6/2025,,195.0,16.0,D0,AF,0,66114828
7/6/2025,,188.0,19.0,-4,AF,0,66114828
7/6/2025,,182.0,6.0,,AF,,66114828
7/6/2025,,179.0,20.0,D0,AF,0,66114828
7/6/2025,B,204.0,15.0,-3,AF,2,66114828
7/6/2025,,176.0,24.0,-5,AF,0,66114828
7/6/2025,,169.0,24.0,D0,AF,0,66114828
7/6/2025,B,214.0,13.0,-3,AF,0,66114828
7/6/2025,,209.0,6.0,2,AF,0,66114828
7/6/2025,,196.0,17.0,,AF,,66114828
7/6/2025,B,197.0,17.0,W0,AF,3,66114828
7/6/2025,B,178.0,20.0,1,AF,0,66114828
7/6/2025,B,221.0,11.0,-2,AF,4,66114828
7/6/2025,,207.0,11.0,D0,AF,1,66114828
7/6/2025,,204.0,13.0,-1,AB,1,66114828
7/6/2025,,201.0,14.0,-2,AF,3,66114828
7/6/2025,,189.0,17.0,-4,AF,0,66114828
7/6/2025,,180.0,20.0,3,AB,2,66114828
7/6/2025,,179.0,12.0,,AF,,66114828
7/6/2025,B,188.0,20.0,D0,AF,1,66114828
7/6/2025,B,209.0,16.0,-5,AF,1,66114828
7/6/2025,,184.0,17.0,2,AF,3,66114828
7/6/2025,,206.0,11.0,-3,AF,0,66114828
7/6/2025,,192.0,15.0,-5,AF,0,66114828
7/7/2025,F,207.0,15.0,W0,AF,2,66114828
7/7/2025,,197.0,,,AF,,66114828
7/7/2025,,192.0,14.0,1,AF,1,66114828
7/7/2025,,197.0,12.0,1,AF,1,66114828
7/7/2025,B,176.0,25.0,,AF,,66114828
