Date,Brk,Weight,Anchor Offset,Water Height,Harness,Horizontal Distance,Cord Serial Number
7/7/2025,B,187.0,22.0,,AF,,66114828
7/8/2025,F,217.0,12.0,-5,AF,0,66114828
7/8/2025,,216.0,5.0,1,AF,0,66114828
7/8/2025,,194.0,14.0,1,AF,1,66114828
7/8/2025,,166.0,25.0,-2,AF,0,66114828
7/8/2025,B,18.0,20.0,-2,AF,0,66114828
7/8/2025,,182.0,12.0,,AF,,66114828
7/8/2025,,185.0,18.0,D0,AB,4,66114828
7/8/2025,,184.0,18.0,W0,AF,2,66114828
7/8/2025,,180.0,12.0,,AF,,66114828
7/8/2025,,180.0,19.0,W0,AF,1,66114828
7/8/2025,,184.0,19.0,D0,AF,1,66114828
7/8/2025,B,24.0,1.0,1,BB,1,66114828
7/8/2025,,24.0,,,,,66114828
7/9/2025,F,180.0,6.0,,BF,,66114828
7/9/2025,B,181.0,6.0,,AF,,66114828
7/9/2025,,178.0,21.0,D0,AF,1,66114828
7/9/2025,B,209.0,12.0,D0,AF,0,66114828
7/9/2025,,177.0,22.0,-2,AF,0,66114828
7/9/2025,B,208.0,14.0,-2,AF,0,66114828
7/9/2025,,170.0,24.0,,BF,,66114828
7/10/2025,F,189.0,22.0,-3,AF,0,66114828
7/10/2025,,211.0,9.0,-3,AF ,0,66114828
7/10/2025,,185.0,19.0,-4,AF ,0,66114828
7/10/2025,,175.0,21.0,1,AB,0,66114828
7/10/2025,,171.0,24.0,-3,AF ,0,66114828
7/10/2025,B,181.0,24.0,-3,AF ,2,66114828
7/10/2025,B,204.0,21.0,W0,BF,4,66114828
7/10/2025,,199.0,13.0,-2,AF ,0,66114828
7/10/2025,,189.0,6.0,1,AF ,5,66114828
7/10/2025,,179.0,26.0,,?,,66114828
7/10/2025,B,172.0,30.0,-1,BF,3,66114828
7/10/2025,,180.0,20.0,-2,BF,0,66114828
7/10/2025,B,182.0,24.0,,BF,,66114828
7/10/2025,,176.0,21.0,W0,AF ,0,66114828
7/10/2025,B,216.0,6.0,1,AF ,0,66114828
7/10/2025,,209.0,12.0,-5,AF ,0,66114828
7/10/2025,B,202.0,16.0,-3,AF ,3,66114828
7/10/2025,,201.0,12.0,W0,AF ,2,66114828
7/10/2025,,190.0,17.0,W0,AF ,1,66114828
7/10/2025,,182.0,19.0,-3,AF ,0,66114828
7/10/2025,,181.0,21.0,-3,AF ,0,66114828
7/10/2025,,177.0,23.0,-2,AF ,2,66114828
7/10/2025,,185.0,12.0,3,AF ,1,66114828
7/10/2025,,186.0,18.0,-2,AF ,0,66114828
7/10/2025,,175.0,23.0,-2,AF ,2,66114828
7/10/2025,,165.0,18.0,,BF,1,66114828
7/10/2025,B,181.0,25.0,-4,AF ,2,66114828
7/10/2025,,180.0,20.0,W0,AF ,1,66114828
7/10/2025,,170.0,25.0,-2,AF ,0,66114828
7/10/2025,B,178.0,27.0,,AF ,,66114828
7/10/2025,,212.0,6.0,2,AF ,1,66114828
7/11/2025,F,205.0,6.0,,AF ,,66114828
7/11/2025,,174.0,23.0,-3,AF ,0,66114828
7/11/2025,B,183.0,22.0,-3,AF ,0,66114828
7/11/2025,B,197.0,16.0,-1,AF ,4,66114828
7/11/2025,,201.0,10.0,D0,AF ,0,66114828
7/11/2025,B,208.0,14.0,-2,AF ,2,66114828
7/11/2025,B,175.0,24.0,-1,AF ,2,66114828
7/11/2025,B,169.0,21.0,,BF,,66114828
7/12/2025,F,172.0,25.0,2,AF ,0,66114828
7/12/2025,,170.0,15.0,,AF ,0,66114828
7/12/2025,B,170.0,24.0,D0,AB,0,66114828
7/12/2025,,204.0,11.0,D0,AF ,4,66114828
7/12/2025,,176.0,20.0,-4,BF,0,66114828
7/12/2025,,162.0,33.0,-4,BF,0,66114828
7/12/2025,B,195.0,6.0,,AF ,0,66114828
7/12/2025,,198.0,11.0,1,AF ,1,66114828
7/12/2025,,190.0,16.0,D0,AF ,3,66114828
7/12/2025,,188.0,17.0,-3,AF ,0,66114828
7/12/2025,,172.0,21.0,3,BF,0,66114828
7/12/2025,,210.0,7.0,2,AF ,0,66114828
7/12/2025,,217.0,7.0,D0,AF ,2,66114828
7/12/2025,,212.0,10.0,-3,AF ,1,66114828
7/12/2025,,201.0,13.0,-5,AB,0,66114828
7/12/2025,,196.0,18.0,-5,AF ,2,66114828
7/12/2025,,197.0,15.0,-4,AF ,0,66114828
7/12/2025,,187.0,19.0,-5,AF ,1,66114828
7/12/2025,,188.0,15.0,1,AF ,1,66114828
7/12/2025,B,210.0,18.0,,BF,,66114828
7/13/2025,F,204.0,14.0,W0,AF ,0,66114828
7/13/2025,,194.0,14.0,1,AF ,0,66114828
7/13/2025,,191.0,17.0,-2,AF ,0,66114828
7/13/2025,,181.0,21.0,-3,AF ,3,66114828
7/13/2025,B,193.0,20.0,-3,AF ,1,66114828
7/13/2025,,188.0,17.0,-2,AF ,1,66114828
7/13/2025,,184.0,19.0,-3,AF ,0,66114828
7/13/2025,,183.0,19.0,-1,AB,2,66114828
7/13/2025,,180.0,20.0,-1,AF ,0,66114828
7/13/2025,,178.0,6.0,,AF ,,66114828
7/13/2025,,177.0,23.0,-4,AF ,0,66114828
7/13/2025,B,193.0,20.0,-3,AF ,4,66114828
7/13/2025,,192.0,15.0,-1,AF ,3,66114828
7/13/2025,,176.0,12.0,,BF,,66114828
7/13/2025,,170.0,23.0,-2,AF ,0,66114828
7/13/2025,B,208.0,14.0,-5,AB,0,66114828
7/13/2025,,207.0,8.0,1,AF ,1,66114828
7/13/2025,,182.0,12.0,,BB,,66114828
7/14/2025,CORD INSPECTION,,,,,,66114828
7/14/2025,F,195.0,6.0,,AF ,,66114828
7/14/2025,B,187.0,24.0,-1,BB,2,66114828
7/14/2025,,190.0,16.0,-3,AF ,0,66114828
7/14/2025,,186.0,17.0,1,AF ,2,66114828
7/14/2025,,169.0,23.0,-1,AF ,0,66114828
7/14/2025,B,166.0,29.0,-4,AB,0,66114828
7/14/2025,,194.0,15.0,-3,AF ,0,66114828
7/14/2025,,183.0,18.0,-1,AF ,0,66114828
7/14/2025,B,177.0,24.0,-2,AF ,0,66114828
7/15/2025,F,215.0,15.0,-1,BF,0,66114828
7/15/2025,,196.0,14.0,1,AF ,3,66114828
7/15/2025,,195.0,6.0,,AF ,,66114828
7/15/2025,,179.0,20.0,-2,AF ,0,66114828
7/15/2025,,171.0,23.0,-1,AF ,2,66114828
7/15/2025,,168.0,24.0,D0,AF ,0,66114828
7/15/2025,,163.0,26.0,W0,AF ,0,66114828
7/15/2025,B,207.0,12.0,-1,AF ,P0,66114828
7/15/2025,,197.0,12.0,1,AF ,0,66114828
7/15/2025,,192.0,15.0,W0,AF ,0,66114828
7/15/2025,,165.0,26.0,-3,AF ,0,66114828
7/15/2025,B,172.0,12.0,,AF ,,66114828
7/15/2025,,167.0,25.0,-3,AF ,0,66114828
7/15/2025,B,200.0,15.0,-2,AF ,0,66114828
7/16/2025,F,196.0,18.0,-1,AF ,0,66114828
7/16/2025,,192.0,17.0,W0,AF ,3,66114828
7/16/2025,,177.0,22.0,-2,AF ,1,66114828
7/16/2025,B,186.0,22.0,-1,AF ,0,66114828
7/16/2025,B,199.0,6.0,,BF,,66114828
7/16/2025,,186.0,19.0,-2,AF ,0,66114828
7/16/2025,,186.0,19.0,1,AF ,2,66114828
7/16/2025,,178.0,22.0,-2,AF ,0,66114828
7/17/2025,F,165.0,30.0,D0,AF ,0,66114828
7/17/2025,,204.0,10.0,S0,AF ,1,66114828
7/17/2025,,198.0,14.0,,,,66114828
7/17/2025,,173.0,23.0,,AF ,,66114828
7/17/2025,B,202.0,17.0,-5,AF ,0,66114828
7/17/2025,,180.0,21.0,-4,AF ,0,66114828
7/17/2025,,170.0,12.0,,AF ,,66114828
7/17/2025,B,187.0,6.0,,AF ,,66114828
7/18/2025,F,184.0,6.0,,AF ,,66114828
7/18/2025,,184.0,11.0,W0,AF ,0,66114828
7/18/2025,B,178.0,23.0,3,AF ,3,66114828
7/18/2025,,170.0,23.0,3,AF ,1,66114828
7/18/2025,B,191.0,21.0,-4,AF ,0,66114828
7/18/2025,,188.0,18.0,-3,AF ,1,66114828
7/18/2025,,174.0,21.0,1,AF ,0,66114828
7/18/2025,B,168.0,21.0,,BF,,66114828
7/18/2025,,174.0,21.0,D0,AF ,0,66114828
7/18/2025,,166.0,25.0,W0,AF ,0,66114828
7/18/2025,,164.0,26.0,1,AF ,1,66114828
7/18/2025,,163.0,28.0,-3,AF ,0,66114828
7/18/2025,,161.0,29.0,-3,AB,0,66114828
7/18/2025,B,202.0,13.0,-3,AF ,0,66114828
7/18/2025,,207.0,9.0,2,AF ,2,66114828
7/18/2025,,188.0,17.0,-2,AF ,2,66114828
7/18/2025,,176.0,21.0,-2,AF ,1,66114828
7/18/2025,,173.0,11.0,D0,AF ,1,66114828
7/18/2025,,167.0,26.0,-5,AF ,0,66114828
7/18/2025,,188.0,24.0,-1,BF,2,66114828
7/19/2025,F,204.0,17.0,2,BF,2,66114828
7/19/2025,B,186.0,21.0,-3,AF ,1,66114828
7/19/2025,B,206.0,6.0,,AF ,,66114828
7/19/2025,,169.0,25.0,-1,AF ,4,66114828
7/19/2025,,189.0,15.0,W0,AF ,2,66114828
7/19/2025,B,210.0,6.0,,AF ,,66114828
7/19/2025,,169.0,26.0,-5,AB,3,66114828
7/19/2025,,210.0,7.0,1,AF ,0,66114828
7/19/2025,,189.0,16.0,-2,AF ,3,66114828
7/19/2025,,207.0,11.0,-4,AF ,4,66114828
7/19/2025,,184.0,18.0,-1,AF ,3,66114828
7/19/2025,,170.0,24.0,-3,,0,66114828
7/19/2025,B,208.0,15.0,-3,AF ,0,66114828
7/19/2025,B,202.0,14.0,-4,AF ,0,66114828
7/19/2025,,188.0,16.0,-3,AB,0,66114828
7/19/2025,,183.0,16.0,1,AF ,3,66114828
7/19/2025,,182.0,19.0,-2,AF ,2,66114828
7/19/2025,,200.0,11.0,-1,AF ,0,66114828
7/19/2025,,181.0,20.0,-1,AF ,0,66114828
7/19/2025,B,200.0,16.0,-3,AF ,3,66114828
7/19/2025,B,210.0,14.0,-3,AF ,2,66114828
7/19/2025,,196.0,14.0,-1,AF ,0,66114828
7/19/2025,B,207.0,12.0,D0,AF ,0,66114828
7/19/2025,,194.0,15.0,D0,AF ,0,66114828
7/19/2025,,168.0,24.0,W0,AF ,0,66114828
7/19/2025,B,199.0,19.0,-4,AF ,0,66114828
7/19/2025,,190.0,16.0,W0,AF ,0,66114828
7/19/2025,,193.0,18.0,-4,AF ,0,66114828
7/19/2025,,187.0,18.0,W0,AF ,0,66114828
7/19/2025,B,195.0,20.0,-4,AF ,0,66114828
7/19/2025,B,172.0,30.0,-3,AF ,3,66114828
7/19/2025,,189.0,20.0,-6,AF ,0,66114828
7/19/2025,,188.0,6.0,,AF ,,66114828
7/19/2025,,178.0,6.0,,AF ,,66114828
7/19/2025,,170.0,6.0,,BF,,66114828
7/20/2025,F,188.0,22.0,-5,AF ,0,66114828
7/20/2025,,179.0,20.0,-3,AF ,0,66114828
7/20/2025,,187.0,17.0,-2,AB,0,66114828
7/20/2025,,177.0,20.0,-3,AF ,,66114828
7/20/2025,,160.0,26.0,-2,AF ,0,66114828
7/20/2025,B,204.0,16.0,-5,AF ,0,66114828
7/20/2025,,196.0,13.0,-2,AD,0,66114828
7/20/2025,,176.0,20.0,1,AF ,0,66114828
7/20/2025,,169.0,22.0,1,AF ,0,66114828
7/20/2025,B,193.0,20.0,-3,AF ,5,66114828
7/20/2025,,185.0,18.0,,AF,,66114828
7/20/2025,B,1480.0,25.0,2,BF,,66114828
7/20/2025,,175.0,24.0,-2,AF ,0,66114828
7/20/2025,,175.0,25.0,-4,AF ,1,66114828
7/20/2025,,170.0,26.0,-3,AF ,3,66114828
7/20/2025,B,201.0,15.0,W0,AF ,0,66114828
7/20/2025,,177.0,23.0,-2,AF ,2,66114828
7/20/2025,B,220.0,10.0,-1,AF ,2,66114828
7/20/2025,,210.0,11.0,-2,AF ,1,66114828
7/20/2025,,178.0,22.0,-4,AF ,0,66114828
7/20/2025,,182.0,17.0,,AB,,66114828
7/20/2025,,170.0,12.0,,AF ,,66114828
7/21/2025,F,181.0,18.0,1,AF ,0,66114828
7/21/2025,,186.0,17.0,W0,AF ,0,66114828
7/21/2025,,180.0,20.0,1,AF ,0,66114828
7/21/2025,,170.0,23.0,-1,AF ,0,66114828
7/21/2025,,166.0,25.0,-3,AF ,0,66114828
7/21/2025,,162.0,26.0,D0,AF ,0,66114828
7/21/2025,B,202.0,15.0,-4,AF ,0,66114828
7/21/2025,,208.0,4.0,2,AF ,0,66114828
7/21/2025,,182.0,9.0,,BF,,66114828
7/21/2025,,183.0,11.0,-1,AF ,2,66114828
7/21/2025,,184.0,19.0,-4,AF ,2,66114828
7/21/2025,,184.0,16.0,4,AF ,3,66114828
7/21/2025,,168.0,24.0,-2,AF ,0,66114828
7/21/2025,,174.0,23.0,-3,AF ,1,66114828
7/21/2025,,165.0,25.0,3,AF ,5,66114828
7/21/2025,,162.0,12.0,,AF ,,66114828
7/21/2025,B,208.0,6.0,1,AF ,0,66114828
7/21/2025,B,203.0,6.0,,BF,,66114828
7/21/2025,,190.0,6.0,,AF ,,66114828
7/21/2025,,187.0,17.0,-3,AF ,0,66114828
7/21/2025,,168.0,9.0,,AF,,66114828
7/22/2025,F,195.0,17.0,0,AF,2,66114828
7/22/2025,,193.0,6.0,,AF,,66114828
7/22/2025,,188.0,17.0,-2,AF,2,66114828
7/22/2025,,184.0,18.0,-1,AF,0,66114828
7/22/2025,,178.0,24.0,-1,AF,2,66114828
7/22/2025,B,177.0,24.0,-1,AF,0,66114828
7/22/2025,,170.0,22.0,-1,AF,0,66114828
7/22/2025,B,195.0,18.0,-4,AF,0,66114828
7/22/2025,,194.0,13.0,1,,3,66114828
7/22/2025,,183.0,19.0,,AF,,66114828
7/22/2025,,175.0,12.0,,AF,,66114828
7/22/2025,,166.0,,,,,66114828
7/22/2025,B,207.0,11.0,W0,AF,0,66114828
7/22/2025,,181.0,19.0,-4,AB,0,66114828
7/22/2025,,200.0,11.0,-1,,1,66114828
7/22/2025,,197.0,12.0,1,AF,2,66114828
7/22/2025,,193.0,14.0,-1,AF,2,66114828
7/22/2025,,187.0,6.0,,AF,,66114828
7/23/2025,F,175.0,12.0,,,,66114828
7/23/2025,,197.0,13.0,D0,AF,0,66114828
7/23/2025,,195.0,14.0,-1,AF,1,66114828
7/23/2025,,189.0,17.0,-2,AF,2,66114828
7/23/2025,,205.0,13.0,-3,AF,0,66114828
7/23/2025,,168.0,15.0,5,AF,2,66114828
7/23/2025,,176.0,21.0,-2,AF,1,66114828
7/23/2025,,175.0,21.0,W0,AF,2,66114828
7/23/2025,B,194.0,18.0,-3,AF,2,66114828
7/23/2025,,211.0,8.0,D0,AF,,66114828
7/23/2025,B,216.0,6.0,,AF,,66114828
7/23/2025,,194.0,6.0,,AF,,66114828
7/23/2025,,193.0,6.0,,AF,,66114828
7/23/2025,,180.0,12.0,,AF,,66114828
7/23/2025,B,214.0,12.0,-2,AF,,66114828
7/23/2025,,208.0,10.0,-2,BF,1,66114828
7/23/2025,,199.0,12.0,,AF,0,66114828
7/23/2025,,196.0,13.0,D0,BF,,66114828
7/23/2025,,184.0,19.0,W0,AF,0,66114828
7/23/2025,,184.0,21.0,-5,AF,2,66114828
7/23/2025,,181.0,21.0,-3,AF,0,66114828
7/23/2025,,179.0,22.0,,AF,2,66114828
7/23/2025,,175.0,12.0,,AF,,66114828
7/23/2025,,172.0,12.0,,AF,,66114828
7/23/2025,,201.0,17.0,-1,AF,3,66114828
7/23/2025,,189.0,17.0,-4,AF,2,66114828
7/23/2025,,188.0,17.0,-2,AF,1,66114828
7/23/2025,B,190.0,20.0,-4,AF,0,66114828
7/23/2025,,171.0,19.0,D0,AF,0,66114828
7/23/2025,,207.0,8.0,2,AF,1,66114828
7/23/2025,,184.0,18.0,-3,AF,0,66114828
7/23/2025,,167.0,23.0,-2,AF,1,66114828
7/23/2025,B,206.0,12.0,W0,AF,3,66114828
7/23/2025,,181.0,18.0,W0,AF,1,66114828
7/23/2025,B,212.0,10.0,-3,AF,0,66114828
7/23/2025,,200.0,10.0,D0,AF,4,66114828
7/24/2025,F,218.0,8.0,2,AF,0,66114828
7/24/2025,,213.0,7.0,W0,AF,4,66114828
7/24/2025,B,196.0,18.0,-2,AF,3,66114828
7/24/2025,,191.0,6.0,,AF,,66114828
7/24/2025,,171.0,21.0,D0,AF,2,66114828
7/24/2025,B,184.0,22.0,-2,AF,1,66114828
7/24/2025,,204.0,10.0,-3,AF,2,66114828
7/24/2025,,169.0,24.0,-1,BF,1,66114828
7/24/2025,,152.0,31.0,-3,BF,1,66114828
7/24/2025,B,206.0,19.0,-4,AF,1,66114828
7/24/2025,,186.0,16.0,-3,AF,,66114828
7/24/2025,,173.0,17.0,D0,AF,0,66114828
7/24/2025,,177.0,22.0,-1,AF,2,66114828
7/24/2025,B/2,203.0,11.0,W0,AF,0,66114828
7/24/2025,,172.0,22.0,D0,AF,0,66114828
7/24/2025,,187.0,17.0,D0,AF,1,66114828
7/25/2025,F,200.0,15.0,,,,66114828
7/25/2025,,187.0,12.0,,AF,,66114828
7/25/2025,,170.0,25.0,-2,AF,0,66114828
7/25/2025,,204.0,6.0,4,AF,0,66114828
7/25/2025,,196.0,11.0,2,AF,0,66114828
7/25/2025,,192.0,14.0,3,AF,3,66114828
7/25/2025,,190.0,18.0,1,AF,0,66114828
7/25/2025,,174.0,24.0,-2,AF,0,66114828
7/25/2025,,172.0,25.0,-2,AF,0,66114828
7/25/2025,,170.0,266.0,-2,AF,0,66114828
7/26/2025,F,193.0,25.0,-2,AF,0,66114828
7/26/2025,,195.0,15.0,-3,AF,0,66114828
7/26/2025,,195.0,15.0,-2,AF,3,66114828
7/26/2025,,177.0,18.0,2,AF,5,66114828
7/26/2025,,185.0,20.0,-3,AF,3,66114828
7/26/2025,,186.0,18.0,-4,AF,0,66114828
7/26/2025,,182.0,18.0,W0,AF,2,66114828
7/26/2025,B,209.0,17.0,-6,AF,0,66114828
7/26/2025,B,204.0,15.0,-3,AF,0,66114828
7/26/2025,,190.0,12.0,-3,AF,0,66114828
7/26/2025,,172.0,15.0,,BF,,66114828
7/26/2025,,167.0,20.0,-1,AF,0,66114828
7/26/2025,B,191.0,19.0,W0,AF,0,66114828
7/26/2025,,184.0,21.0,-3,AF,2,66114828
7/26/2025,,192.0,17.0,-3,AF,0,66114828
7/26/2025,,190.0,19.0,-4,AF,0,66114828
7/26/2025,,184.0,21.0,-4,AF,0,66114828
7/26/2025,,182.0,21.0,-1,AF,0,66114828
7/26/2025,,180.0,22.0,-4,AF,0,66114828
7/26/2025,,176.0,23.0,-3,AF,0,66114828
7/26/2025,B,192.0,21.0,-1,BF,,66114828
7/26/2025,B/2,209.0,11.0,-1,AF,0,66114828
7/27/2025,F,202.0,16.0,-3,AF,2,66114828
7/27/2025,,172.0,12.0,,AF,,66114828
7/27/2025,B,201.0,16.0,-4,AF,0,66114828
7/27/2025,B,200.0,14.0,-4,AF,0,66114828
7/27/2025,,200.0,6.0,,AF,,66114828
7/27/2025,,196.0,4.0,2,AF,,66114828
7/27/2025,,195.0,12.0,1,AF,0,66114828
7/27/2025,,192.0,14.0,-1,AF,,66114828
7/27/2025,,182.0,18.0,1,AF,0,66114828
7/27/2025,,177.0,21.0,1,AF,4,66114828
7/27/2025,,168.0,25.0,-3,AF,0,66114828
7/27/2025,B,202.0,12.0,1,AF,1,66114828
7/27/2025,,200.0,6.0,-1,AF,,66114828
7/27/2025,,197.0,12.0,1,AF,3,66114828
7/27/2025,,196.0,12.0,W0,AF,0,66114828
7/27/2025,,183.0,12.0,,AF,,66114828
7/27/2025,,184.0,18.0,-4,AF,0,66114828
7/27/2025,,182.0,18.0,-1,AF,2,66114828
7/27/2025,,182.0,18.0,1,AF,1,66114828
7/27/2025,,178.0,12.0,,AF,,66114828
7/27/2025,,178.0,20.0,W0,AF,0,66114828
7/27/2025,B,196.0,,,AF,1,66114828
7/27/2025,B/2,186.0,18.0,1,AF,3,66114828
7/27/2025,,185.0,19.0,-3,AF,,66114828
7/27/2025,,171.0,12.0,,AF,0,66114828
7/27/2025,,207.0,8.0,D0,AF,,66114828
7/27/2025,,186.0,6.0,,AF,0,66114828
7/27/2025,,184.0,11.0,5,AF,0,66114828
7/27/2025,B,212.0,10.0,-3,AF,0,66114828
7/27/2025,B,198.0,23.0,-4,AF,0,66114828
7/27/2025,,193.0,14.0,,AF,0,66114828
7/27/2025,,186.0,6.0,1,AF,0,66114828
7/27/2025,,179.0,22.0,-4,AF,0,66114828
7/27/2025,,175.0,22.0,-3,AF,0,66114828
7/27/2025,,169.0,25.0,-2,AF,0,66114828
7/27/2025,,208.0,9.0,-2,AF,0,66114828
7/27/2025,,202.0,6.0,3,AF,0,66114828
7/27/2025,,191.0,6.0,,AF,,66114828
7/27/2025,,178.0,21.0,-3,AF,0,66114828
7/27/2025,,168.0,12.0,,AF,,66114828
7/27/2025,B,189.0,20.0,,AF,,66114828
7/28/2025,F,210.0,10.0,1,AF,2,66114828
7/28/2025,B,198.0,12.0,W0,AF,0,66114828
7/28/2025,,176.0,21.0,-1,AF,0,66114828
7/28/2025,,173.0,23.0,-2,AF,0,66114828
7/28/2025,,171.0,24.0,-1,AF,2,66114828
7/28/2025,B,191.0,19.0,-5,AF,1,66114828
7/28/2025,,183.0,17.0,W0,AF,3,66114828
7/28/2025,,174.0,23.0,-3,AF,0,66114828
7/28/2025,,172.0,23.0,-1,AF,0,66114828
7/28/2025,B,191.0,14.0,3,AF,2,66114828
7/28/2025,,176.0,22.0,D0,AF,2,66114828
7/28/2025,,166.0,18.0,,AF,,66114828
7/28/2025,,198.0,13.0,-3,AF,0,66114828
7/28/2025,,169.0,18.0,,AF,,66114828
7/28/2025,B,167.0,33.0,1,AF,,66114828
7/28/2025,B,210.0,12.0,-3,AF,0,66114828
7/28/2025,,210.0,18.0,1,AF,1,66114828
7/28/2025,,170.0,33.0,-6,AF,1,66114828
7/28/2025,,174.0,23.0,-1,AF,1,66114828
7/28/2025,,171.0,25.0,D0,AF,2,66114828
7/29/2025,F,182.0,24.0,,AF,,66114828
7/29/2025,,166.0,26.0,-3,AF,,66114828
7/29/2025,B,204.0,6.0,,AF,,66114828
7/29/2025,,201.0,12.0,1,AF,5,66114828
7/29/2025,,200.0,11.0,-3,AF,0,66114828
7/29/2025,,193.0,13.0,W0,AF,0,66114828
7/29/2025,,205.0,9.0,1,AF,2,66114828
7/29/2025,,191.0,15.0,D0,AF,2,66114828
7/29/2025,,181.0,19.0,-4,AF,0,66114828
7/29/2025,,166.0,25.0,-4,AF,1,66114828
7/29/2025,B,188.0,6.0,,AF,,66114828
7/29/2025,,180.0,18.0,W0,AF,1,66114828
7/29/2025,,175.0,21.0,-2,AF,0,66114828
7/29/2025,,171.0,6.0,,AF,,66114828
7/29/2025,B,215.0,9.0,W0,AF,2,66114828
7/29/2025,,201.0,6.0,5,BF,0,66114828
7/29/2025,,201.0,11.0,W0,BF,0,66114828
7/29/2025,,181.0,19.0,-3,AF,1,66114828
7/29/2025,,180.0,18.0,W0,AF,0,66114828
7/29/2025,,178.0,24.0,D0,BF,,66114828
7/29/2025,,170.0,,,AF,,66114828
7/30/2025,F,194.0,18.0,D0,AF,2,66114828
7/30/2025,,171.0,22.0,W0,AF,0,66114828
7/30/2025,B,218.0,8.0,W0,AF,0,66114828
7/30/2025,,196.0,14.0,-2,AF,1,66114828
7/30/2025,,196.0,14.0,-1,AF,1,66114828
7/30/2025,B,216.0,9.0,-2,AF,1,66114828
7/30/2025,,208.0,8.0,-2,AF,2,66114828
7/30/2025,,200.0,6.0,5,AF,,66114828
7/30/2025,,189.0,18.0,-4,AF,1,66114828
7/30/2025,,187.0,17.0,-1,AF,3,66114828
7/30/2025,,186.0,17.0,D0,,0,66114828
7/30/2025,B,205.0,12.0,2,AF,3,66114828
7/30/2025,,174.0,21.0,-1,AF,0,66114828
7/30/2025,B,187.0,21.0,-5,AF,0,66114828
7/30/2025,,181.0,19.0,-3,AF,0,66114828
7/30/2025,,192.0,15.0,D0,AF,3,66114828
7/30/2025,B,194.0,19.0,-4,AF,5,66114828
7/30/2025,,187.0,17.0,D0,,5,66114828
7/30/2025,,185.0,17.0,1,,4,66114828
7/30/2025,,181.0,18.0,D0,,3,66114828
7/31/2025,F,207.0,6.0,4,AF,,66114828
7/31/2025,,198.0,6.0,,AF,,66114828
7/31/2025,,186.0,6.0,,AF,,66114828
7/31/2025,,182.0,18.0,1,AF,3,66114828
7/31/2025,,178.0,20.0,D0,AF,0,66114828
7/31/2025,B,217.0,5.0,2,BF,0,66114828
7/31/2025,,190.0,6.0,,AF,,66114828
7/31/2025,,188.0,6.0,,BF,,66114828
7/31/2025,,188.0,18.0,W0,AF,,66114828
7/31/2025,,176.0,6.0,,AF,,66114828
7/31/2025,,171.0,6.0,,AF,,66114828
7/31/2025,,172.0,22.0,1,AF,,66114828
7/31/2025,B,199.0,7.0,W0,BF,,66114828
7/31/2025,,199.0,14.0,-2,AF,,66114828
7/31/2025,,192.0,22.0,-2,BF,,66114828
7/31/2025,,182.0,20.0,D0,AF,2,66114828
7/31/2025,,182.0,20.0,W0,AF,0,66114828
7/31/2025,,179.0,6.0,,AF,,66114828
7/31/2025,B,190.0,21.0,-1,AF,4,66114828
8/1/2025,F,192.0,18.0,1,AF,0,66114828
8/1/2025,,189.0,16.0,-1,AF,0,66114828
8/1/2025,,172.0,,,AF,,66114828
8/1/2025,B,177.0,24.0,-4,AF,0,66114828
8/1/2025,,176.0,18.0,4,AF,0,66114828
8/1/2025,B,215.0,9.0,D0,AF,0,66114828
8/1/2025,,189.0,16.0,1,AF,2,66114828
8/1/2025,,180.0,20.0,-3,AF,1,66114828
8/1/2025,,179.0,20.0,D0,AF,0,66114828
8/1/2025,,195.0,23.0,W0,AF,3,66114828
8/1/2025,B,181.0,22.0,-1,AF,0,66114828
8/1/2025,,175.0,20.0,2,AF,3,66114828
8/1/2025,,185.0,18.0,-3,AF,0,66114828
8/1/2025,,175.0,21.0,-3,AF,0,66114828
8/1/2025,,173.0,21.0,D0,AF,0,66114828
8/1/2025,,164.0,24.0,D0,AF,2,66114828
8/1/2025,B,213.0,6.0,3,AF,0,66114828
8/1/2025,,203.0,10.0,1,AF,2,66114828
8/1/2025,,195.0,6.0,,AF,,66114828
8/1/2025,,173.0,12.0,,AF,,66114828
8/1/2025,,168.0,12.0,,AF,,66114828
8/1/2025,B,212.0,18.0,-2,AF,4,66114828
8/1/2025,,212.0,10.0,-4,AF,3,66114828
8/1/2025,,199.0,11.0,W0,AF,0,66114828
8/1/2025,,182.0,18.0,2,AF,5,66114828
8/1/2025,,181.0,20.0,-3,AF,3,66114828
8/1/2025,,180.0,30.0,-8,AF,,66114828
8/2/2025,F,212.0,6.0,,AF,,66114828
8/2/2025,,200.0,13.0,-3,AF,0,66114828
8/2/2025,,192.0,14.0,-3,AF,0,66114828
8/2/2025,,189.0,14.0,-1,AF,0,66114828
8/2/2025,,186.0,16.0,-2,AF,1,66114828
8/2/2025,,178.0,9.0,,AF,,66114828
8/2/2025,,171.0,22.0,-2,AF,4,66114828
8/2/2025,B,213.0,5.0,,AF,,66114828
8/2/2025,,210.0,11.0,-1,AF,4,66114828
8/2/2025,,196.0,10.0,3,AF,4,66114828
8/2/2025,,175.0,20.0,-3,AB,0,66114828
8/2/2025,,175.0,9.0,,AF,,66114828
8/2/2025,,170.0,21.0,D0,AF,2,66114828
8/2/2025,,166.0,22.0,1,AF,1,66114828
8/2/2025,,163.0,18.0,,AF,,66114828
8/2/2025,B,211.0,6.0,,AF,,66114828
