Date,Brk,Weight,Anchor Offset,Water Height,Harness,Horizontal Distance,Cord Serial Number,Cord Usage Count
9/8/2025,B,170,6.0,4,AF,0.0,66454822,3
9/8/2025,B,128,27.0,4,AF,0.0,66454822,4
9/8/2025,,125,28.0,2,AF,1.0,66454822,5
9/11/2025,F,157,18.0,4,AF,2.0,66454822,7
9/11/2025,,165,17.0,-1,AF,2.0,66454822,10
9/11/2025,,160,9.0,3,AF,0.0,66454822,11
9/11/2025,B,175,6.0,4,AF,0.0,66454822,12
9/11/2025,,165,19.0,-5,AF,2.0,66454822,13
9/11/2025,B,160,26.0,-1,BF,2.0,66454822,14
9/11/2025,,149,20.0,1,AF,0.0,66454822,15
9/11/2025,,145,24.0,-4,AF,0.0,66454822,16
9/12/2025,F,134,31.0,0,AF,0.0,66454822,18
9/12/2025,,136,25.0,2,AF,0.0,66454822,22
9/12/2025,B,177,15.0,-5,AF,0.0,66454822,30
9/12/2025,B/2,136,27.0,2,AF,0.0,66454822,32
9/13/2025,,161,17.0,0,AB,1.0,66454822,37
9/13/2025,,169,16.0,-5,AF,0.0,66454822,38
9/13/2025,,140,24.0,0,AF,0.0,66454822,39
9/13/2025,,134,26.0,-1,AF,0.0,66454822,42
9/13/2025,,153,22.0,-3,AF,0.0,66454822,43
9/13/2025,,144,24.0,-4,AF,0.0,66454822,44
9/13/2025,,140,24.0,-3,AF,0.0,66454822,45
9/13/2025,B,174,12.0,1,AF,0.0,66454822,46
9/13/2025,,164,16.0,-2,AF,2.0,66454822,47
9/13/2025,,135,25.0,-1,AF,0.0,66454822,49
9/13/2025,,131,27.0,2,AF,1.0,66454822,51
9/14/2025,B,156,21.0,0,AF,1.0,66454822,56
9/14/2025,,132,30.0,-4,AF,0.0,66454822,57
9/14/2025,,145,22.0,1,AF,1.0,66454822,59
9/14/2025,B,146,26.0,-2,AF,0.0,66454822,60
9/14/2025,B/2,151,24.0,-3,AF,0.0,66454822,61
9/14/2025,B,162,19.0,1,AF,0.0,66454822,62
9/14/2025,,162,16.0,-2,AF,0.0,66454822,63
9/14/2025,,156,18.0,1,AF,1.0,66454822,64
9/14/2025,,131,28.0,-2,AF,3.0,66454822,66
9/14/2025,,155,18.0,-1,AF,0.0,66454822,68
9/14/2025,,153,19.0,-1,AF,0.0,66454822,69
9/14/2025,,147,21.0,-1,AF,0.0,66454822,70
9/14/2025,,140,23.0,1,AF,0.0,66454822,71
9/14/2025,,134,25.0,2,AF,0.0,66454822,72
9/15/2025,F,155,22.0,-2,AF,0.0,66454822,74
9/15/2025,,152,20.0,-4,AF,0.0,66454822,75
9/15/2025,B,172,11.0,-1,AF,2.0,66454822,77
9/15/2025,B,156,21.0,-4,AF,0.0,66454822,79
9/17/2025,F,164,23.0,-5,AF,2.0,66454822,82
9/19/2025,B,138,27.0,4,AF,0.0,66454822,84
9/19/2025,,174,13.0,-5,AF,0.0,66454822,85
9/20/2025,F,177,14.0,2,AF,1.0,66454822,89
9/20/2025,,158,18.0,-1,AF,2.0,66454822,90
9/20/2025,,153,20.0,-1,AF,1.0,66454822,92
9/20/2025,,139,24.0,2,AF,0.0,66454822,97
9/20/2025,,131,26.0,2,AF,0.0,66454822,98
